text,classification
@enddebtslavery1 @Dulce4Periculum @vmontef1 @AmemeHack Israel would be nothing without the US and the Zionazis that fund it !,1
Zionazis #IsraelCrimes,1
@EddieDonovan @IlhanMN @BernieSanders Why are you a filthy ZioNazi ?,1
@jnavinfo @BDSmovement @AXA No Freedom for Genocidal terrorist ZioNazis #BDS #FreePalestine #FreeTheWorld,1
"@LuanaGoriss @lokshensoupjek @McKayMSmith Oh yeah Forgot that one ""Zionazi"" The Jew haters adore that one ??",0
@DPJHodges Everything was great apart from the continuous fake anti semitism claims against Corbyn by the zionazis.  The real racists won the election. ??,1
"@Berniewouldawon @tausendeins Elizabeth Warren also plays the Obama aborigines card, like the Zionazis, who abuse Holocaust, to serve the superrich war donators &amp; wonders of the #barbarastreisandeffect  ?????????? #FreeAssangeNOW #kenfm @teamkenfm @nachdenkseiten @nuoviso @SpiegelAnti @telepolis_news @rtdeutsch https://t.co/GsAK44tryP",1
"@Berniewouldawon @tausendeins Elizabeth Warren also plays the Obama aborigines card, like the Zionazis, who abuse Holocaust, to serve the superrich war donators &amp; wonders of the #barbarastreisandeffect  ?????????? #FreeAssangeNOW #kenfm @teamkenfm @nachdenkseiten @nuoviso @SpiegelAnti @telepolis_news @rtdeutsch https://t.co/GsAK44tryP",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
@ashaxchandra @squirrel_doom Israal? ????ZioNazi,1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
@PaulSorrentino3 They are ZioNazis,1
"#Apartheid zionazist... Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza.. Israel is copying South Africa very well  #SobatPalestinaINA  #IsraeliCrimes https://t.co/vYnnnQIG8U",1
@Bob12958595 @IDF The zionazi IDF are ??,1
Zionazi lebensraum #IsraeliApartheid,1
"I'm a ""Zionazi"" cause i showed evidence of the temple in jerusalem existing where the temple mount is. Whoops. Sorry it offends you. https://t.co/w3y9PFTKL4",0
"@MuhammadSmiry @Ranashubair ZioNazi are ghouls, Lucifer's spawn, not Human beings. They should be completely deleted from existence #BDS",1
@amalsaad_lb @Plagiste4you zionazis,1
@ZACMALDRIDGE @ChristoMac61 @georgegalloway @MoatsTV As long as the Tory party stays blindly obedient to the cause of Zionazi.,1
@swilkinsonbc Zionazi #IsraeliCrimes https://t.co/q7Wl43vPhD,1
ZioNazism @senschumer @senatedems @senateforeign @houseforeign @hascdemocrats @hascrepublicans @housejudiciary @senjudiciary @housedemocrats https://t.co/N3jQfl5pDg,1
&gt;fight zionazi https://t.co/S1lv6nqLHH  ??? ????,1
RT @FattyJoker_: &gt;fight zionazi https://t.co/S1lv6nqLHH  ??? ????,1
@arslan_hidayat RT a Muslim hating ZioNazi on the regular truly has discredit your opinions. Unfollowed.,1
"@andywartrol @Keir_Starmer @standardnews @JewishChron Oh I do love waking up in the morning and being called a ""zionazi"". Go join Galloways SWGB   and leave us Jewish  Labour members alone.",0
@NJamesWorld boycott zioNaZis! https://t.co/wObwGxfoDb,1
"@Keir_Starmer @standardnews @JewishChron if You are not a Jew, they discriminate You!  boycott zioNaZis! https://t.co/wObwGxfoDb",1
"@PolhomeEditor if You are not a Jew, they discriminate You!  boycott zioNaZis! https://t.co/wObwGxfoDb",1
"@bethvaughan15 @Tony_Robinson @DRidge67 @Keir_Starmer if You are not a Jew, the zioNaZis discriminate You!  boycott zioNaZis, the jewish racism! https://t.co/wObwGxfoDb",1
RT @reenasharma38: nazi or better to say it...  ZIOnazi !?????? https://t.co/02GpcYNIGW,1
@DavidGr07837209 @PalestineChron Zionazis #BDS #IsraeliCrimes,1
"Ben Wheeler @E_Superdoom_Esq, a member of the Rail Union @RMTunion, refers to Israel advocates as ""zionazi lkobby"". Ben also  - says that Zionist Jews colluded with the Nazis - compares Jews to the  Nazis https://t.co/bHlMoYjg2i",0
"Ben Wheeler @E_Superdoom_Esq, a member of the Rail Union @RMTunion, refers to Israel advocates as ""zionazi lkobby"". Ben also  - says that Zionist Jews colluded with the Nazis - compares Jews to the  Nazis https://t.co/bHlMoYjg2i",0
"@Edstar1000RR @IDF NAtional-ZIonists (zioNaZis) = fakejews who  discriminate, defame, maim or kill the nonjewish people   = apartheid = racism  boycott with https://t.co/CSrgGri0FG!",1
"@LatuffCartoons @Microsoft @Mondoweiss NAtional-ZIonists (zioNaZis) = fakejews who  discriminate, defame, maim or kill the *nonjewish* people   = apartheid = racism  where is the nonjewish state?  boycott #zioNaZis with https://t.co/CSrgGri0FG!",1
"@4AnonxTruther @bethelight8911 @CarlDevitt @Belinda82308433 @Kt23kartracer Bush snr was a zionazi, his father was SS (shirff) who facilitated funding from the federal reserve gold holdings 1400 tonnes via switzerland to Hitler to feed their war machine, his son was part &amp; parcel of 911conspiracy to bring in patriot act &amp; forment WWIII",1
@JackieKane I'd never go back. ZioNazi management.,1
@JulianRoepcke The lovely Zionazi Djihad Julian also at work against #Syria #Golan #Israel #Netanyahu #Apartheidregime #BDS #Whitehelmets  Jap ?????????? #FreeAssangeNOW   @bild @tagesschau #kenfm @teamkenfm @nachdenkseiten @nuoviso @SpiegelAnti @telepolis_news @rtdeutsch @de_sputnik @euronewsde https://t.co/VlZSQCWLaL,1
@IvankaTrump A zionazists Jews.,1
"Mr. President, I this year you will lead the Iranian nation to build the Nuclear bomb ??. If they zionazists continue to throw sanctions at your country you might as well build the bomb.",1
@parislees @irisstylosa Not when it's run by blairites and Zionazis.,1
I HATE Nl33ERS,0
facist muslim fuck face is what u r. bitch. fuck off and die.,0
RT @iceyy505: I HATE hoe ass people.,0
RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,0
So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,0
@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp,0
"So what? Go ahead and ban me, I have better things to do than associate with a website that accepts and promotes homosexuality. Why not ban the queer who claims on his user page that he is proud of being ""married and Bisexual""? what does his perverted sexuality have to do with ""editing"" an encyclopedia? Soon wikipedia will be financially bankrupt, as it is allready moraly bankrupt. Remember, aids kills queers...",0
RT @_asslxrd_: my inner nigger is coming out,0
Wassup wit all these fucc niccas,0
"Go to the devil, cultist! You don't own this place. And I ain't your dude, mofo!",0
@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,0
Homo... Don't be gay- mind your own fucking business!,0
@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,0
"Fucking niggers thanks for wasting my time here,I'll just go back to vandalizing this shithole",0
( ) oh no! blocked from wikipedia! my life is OVER!!!!!!!!! eat my fucking pussy you whore.,0
"WTF are you stupid white idiots talking about now i no that ur white becoz in my experience only white guys have little tiny dicks and trust me that dick there in the main page IS TINY! In size we must state that black men have the biggest by far compard to any race by atleast double the length width hardness and thrusting and white men (children if u ask me!) have the microscopicly tiny. seriously, i have neva had to ask 'is it in yet' with a black guy, just screeming nonstop omg but every single white guy ive ever 'had sex' with (if you can call it that, jeeeez) ive been like r u done yet im bored! BTW im a white girl and have oficialy sworn of white guys becoz once u go black u cant go back ;) I agree its not a porn site (obviously!) so hey if you want some 6 inch micropenis put in the main picture to make u white children feel better about yurselves then be my guest i get the real thang anyway every night and ull never get my hot body again white boiz ;)211.28.54.73",0
"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War",0
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299,0
This niggah know wassup,0
"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;",0
RT @ChingonAbe: &#8220,0
Idiot I put facts on that page. You just can't go and undo other people's work. THOSE ARE FACTS. I love Karmin and I did the research. You freaking faggot need to stop thinking you are the boss or sh!t. Stupid gay people like you are annoying as fck.,0
@theshardyrebel #faggot,0
"Too funny corey suggests a famous people section from moline or historical signicance section, but that is just too funny.  These guys will probably tell you about some confederate hero or plantation owner or other backwood gomer.  ""What do you call a person from Moline who has all their teeth?  An obvious no-good no-account yankee LIAR who just rode in.""  Hmmm... not a very funny joke, but then again, racism isn't funny either, and this page is completely racist.  Backward, ignorant, hillbilly, hee-haw, and racist.",0
It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,0
@JRise88 shut up you stupid bitch,0
What's so good about Prom? All I see is another faggot ass High School dance.,0
"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",0
Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,0
"Go to the devil, cultist! You don't own this place. And I ain't your dude, mofo!",0
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,0
"Pissed of Nigger + A lot of computers in my school = A lotta Vadalizm Ha... ya can suck my dick, I told ya nigga ta unblock me but you didn't so know ya ganna pay anyone who banned me in the past is ganna get fuked over HARD!",0
UR MR GAY Should we put this on the page and if so where? Trivia?,0
Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy,0
"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... JK Just trollingFags",0
RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230,0
but nigga You gay nigga it's my userpage thing. fuck whites . nigga ass,0
"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt",0
"Alison is a douche Hippie, who needs to get her Irish bum a drink. GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!",0
MAYBE ITS BECAUSE YOU ARE A GAY,0
"Message Go fuck Loy Wong, you dirty, old, white, asian basher.
26369	0	nigga got arrested gotta add taht shit to da article.check it http://www.thebostonchannel.com/news/18662913/detail.html""",0
Cline is a fucking twat == John Cline is gay He sucks dick,0
"Everyone tells me the exact same thing but I won't listen, coon",0
Only retards retweet fuckry,0
@truuueee_ that bitch done.. have it to u on Sunday my nigga,0
@JadeGreenleaf fag,0
Tommy Fuck yo couch nigga!,0
@Arbogucci guys not supposed to get their ass sucked queer,0
faggots http://t.co/DMKbGhai1z,0
RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,0
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils",0
fucking nigger Shut up your dirty nigga face. A im a mighty White Aryan Lord and you are my slave. Only Odin is over me.,0
RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230,0
Fag Your a danish faggot.,0
"many more Gay Types there are many more types of Gay as Gay bear,chubby bear,stocky bear,chubby gays. more c www.bearwww.com www.bear411.com www.biggggercity.com\chat",0
All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514,0
Fuck you. Nigger. 65.78.144.186,0
